title,p10,q1,median,q3,p90,average,company_industry,correct_job_level,state
Gehaltsbuchhalter,31500,35400,39800,47000,54700,41200,Human Ressources,Junior,SN
Gehaltsbuchhalter,32900,38900,46400,54800,63800,48000,Human Ressources,Junior,SH
Gehaltsbuchhalter,31400,37800,46100,55500,65600,48000,Human Ressources,Junior,
Leitung Personal,62600,75600,93300,115200,139200,98500,Human Ressources,Lead,BW
Leitung Personal,65400,79000,97500,120300,145400,102900,Human Ressources,Lead,BY
Leitung Personal,61000,73700,91000,112300,135800,96100,Human Ressources,Lead,BE
Leitung Personal,58300,70100,85900,106000,128100,90700,Human Ressources,Lead,BB
Leitung Personal,61900,74800,92300,113900,137700,97400,Human Ressources,Lead,HB
Leitung Personal,65000,78500,96900,119600,144600,102300,Human Ressources,Lead,HH
Leitung Personal,64100,77500,95600,118000,142600,100900,Human Ressources,Lead,HE
Leitung Personal,57500,68200,82400,101700,122900,87000,Human Ressources,Lead,MV
Leitung Personal,63500,76700,94700,116800,141200,99900,Human Ressources,Lead,NI
Leitung Personal,64600,78100,96400,119000,143900,101800,Human Ressources,Lead,NW
Leitung Personal,62900,76100,93900,115900,140100,99100,Human Ressources,Lead,RP
Leitung Personal,61500,74300,91700,113200,136900,96800,Human Ressources,Lead,SL
Leitung Personal,57200,67500,81000,100000,120900,85500,Human Ressources,Lead,SN
Leitung Personal,57700,68600,83200,102700,124100,87800,Human Ressources,Lead,ST
Leitung Personal,62900,76000,93800,115800,139900,99000,Human Ressources,Lead,SH
Leitung Personal,58500,70400,86400,106700,128900,91200,Human Ressources,Lead,TH
Leitung Personalverwaltung,58700,70900,87500,107900,130400,92300,Human Ressources,Lead,BW
Leitung Personalverwaltung,61300,74100,91400,112800,136200,96500,Human Ressources,Lead,BY
Leitung Personalverwaltung,57200,69200,85300,105300,127200,90100,Human Ressources,Lead,BE
Leitung Personalverwaltung,55200,66000,80500,99400,120000,85000,Human Ressources,Lead,BB
Leitung Personalverwaltung,58000,70100,86500,106700,128900,91300,Human Ressources,Lead,HB
Leitung Personalverwaltung,61000,73700,90900,112100,135400,95900,Human Ressources,Lead,HH
Leitung Personalverwaltung,60100,72700,89600,110600,133600,94600,Human Ressources,Lead,HE
Leitung Personalverwaltung,54600,64400,77200,95300,115100,81500,Human Ressources,Lead,MV
Leitung Personalverwaltung,59500,72000,88800,109500,132300,93700,Human Ressources,Lead,NI
Leitung Personalverwaltung,60700,73300,90400,111500,134700,95400,Human Ressources,Lead,NW
Leitung Personalverwaltung,59100,71400,88000,108600,131200,92900,Human Ressources,Lead,RP
Leitung Personalverwaltung,57700,69700,86000,106100,128100,90800,Human Ressources,Lead,SL
Leitung Personalverwaltung,54400,63700,76000,93700,113200,80200,Human Ressources,Lead,SN
Leitung Personalverwaltung,54700,64700,78000,96200,116200,82300,Human Ressources,Lead,ST
Leitung Personalverwaltung,59000,71300,87900,108500,131000,92800,Human Ressources,Lead,SH
Leitung Personalverwaltung,55300,66200,81000,99900,120700,85500,Human Ressources,Lead,TH
Sachbearbeitung Personalrekrutierung,34700,40200,46800,54500,62400,48200,Human Ressources,Junior,BW
Sachbearbeitung Personalrekrutierung,35500,41200,48000,55800,64000,49300,Human Ressources,Junior,BY
Sachbearbeitung Personalrekrutierung,33200,38500,44800,52100,59700,46100,Human Ressources,Junior,BE
Sachbearbeitung Personalrekrutierung,32400,36600,41500,48200,55300,42600,Human Ressources,Junior,BB
Sachbearbeitung Personalrekrutierung,32900,38100,44400,51700,59200,45700,Human Ressources,Junior,HB
Sachbearbeitung Personalrekrutierung,34800,40400,47100,54700,62700,48400,Human Ressources,Junior,HH
Sachbearbeitung Personalrekrutierung,34900,40500,47200,54900,62900,48500,Human Ressources,Junior,HE
Sachbearbeitung Personalrekrutierung,32300,36000,40300,46900,53700,41400,Human Ressources,Junior,MV
Sachbearbeitung Personalrekrutierung,34400,39900,46500,54000,61900,47800,Human Ressources,Junior,NI
Sachbearbeitung Personalrekrutierung,35100,40700,47400,55200,63200,48800,Human Ressources,Junior,NW
Sachbearbeitung Personalrekrutierung,34000,39400,45900,53400,61200,47200,Human Ressources,Junior,RP
Sachbearbeitung Personalrekrutierung,33300,38600,45000,52300,59900,46200,Human Ressources,Junior,SL
Sachbearbeitung Personalrekrutierung,32100,35400,39200,45600,52200,40300,Human Ressources,Junior,SN
Sachbearbeitung Personalrekrutierung,32200,35800,40000,46500,53300,41100,Human Ressources,Junior,ST
Sachbearbeitung Personalrekrutierung,34200,39700,46200,53700,61600,47500,Human Ressources,Junior,SH
Sachbearbeitung Personalrekrutierung,32500,36800,41900,48800,55900,43100,Human Ressources,Junior,TH
